admin4Name_en,admin4Name_si,admin4Pcode,risk_level,patients,population
Egoda Uyana South,එගොඩ උයන දකුණ,LK1133210,66.68409344,333.4204672,4001.045606
Egoda Waleboda,එගොඩ වලේබොඩ,LK9115006,66.71078977,333.5539488,4002.647386
Egodabedda,එගොඩබැද්ද,LK3325145,66.7374861,333.6874305,4004.249166
Egodagama,එගොඩගම,LK1115160,66.76418242,333.8209121,4005.850945
Egodagama,එගොඩගම,LK2112155,66.79087875,333.9543938,4007.452725
Egodagama,එගොඩගම,LK8133085,66.81757508,334.0878754,4009.054505
Egodagoda,එගොඩගොඩ,LK6239155,66.84427141,334.2213571,4010.656285
Egodakanda,එගොඩකන්ද,LK2309255,66.87096774,334.3548387,4012.258065
Egodamulla North,එගොඩමුල්ල උතුර,LK2106005,66.89766407,334.4883204,4013.859844
Egodamulla South,එගොඩමුල්ල දකුණ,LK2106020,66.9243604,334.621802,4015.461624
Egodapitiya,එගොඩපිටිය,LK6209130,66.95105673,334.7552836,4017.063404
Egodawatta,එගොඩවත්ත,LK1136045,66.97775306,334.8887653,4018.665184
Egodawatta,එගොඩවත්ත,LK6233085,67.00444939,335.0222469,4020.266963
Egodawela,එගොඩවෙල,LK2303365,67.03114572,335.1557286,4021.868743
Egodawela,එගොඩවෙල,LK3109165,67.05784205,335.2892102,4023.470523
Egodawela,එගොඩවෙල,LK8115030,67.08453838,335.4226919,4025.072303
Egodawewa,එගොඩවැව,LK2206055,67.11123471,335.5561735,4026.674082
Egodayagama,එගොඩයාගම,LK6236175,67.13793103,335.6896552,4028.275862
Ehelakanda,ඇහැලකන්ද,LK3209185,67.16462736,335.8231368,4029.877642
Ehelamalpe,ඇහැලමල්පෙ,LK2306470,67.19132369,335.9566185,4031.479422
Ehelape,ඇහැලපේ,LK3218060,67.21802002,336.0901001,4033.081201
Ehelapitiya,ඇහැලපිටිය,LK3121030,67.24471635,336.2235818,4034.682981
Ehelepola,ඇහැලේපොල,LK2212155,67.27141268,336.3570634,4036.284761
Eheliyagoda Watta,ඇහැළියගොඩවත්ත,LK9103095,67.29810901,336.4905451,4037.886541
Ehetugaswewa,ඇහැටුගස්වැව ගම්මා,LK4418015,67.32480534,336.6240267,4039.48832
Ehetumulla,ඇහැටුමුල්ල,LK6145200,67.35150167,336.7575083,4041.0901
Ehetuwagama,ඇහැටුවාගම,LK7139035,67.378198,336.89099,4042.69188
Ehetuwewa,ඇහැටුවැව,LK6109125,67.40489433,337.0244716,4044.29366
Ehutharnagar,එහුතර්නගර්,LK5324055,67.43159066,337.1579533,4045.895439
Eildonhall,එල්ඩන්හෝල්,LK2312260,67.45828699,337.2914349,4047.497219
Ekala,ඒකල,LK1221030,67.48498331,337.4249166,4049.098999
Ekala Kurunduwatta,ඒකල කුරුඳුවත්ත,LK1221045,67.51167964,337.5583982,4050.700779
Ekamuthugama,එකමුතුගම,LK2212135,67.53837597,337.6918799,4052.302558
Ekamuthugama,එකමුතුගම,LK3309065,67.5650723,337.8253615,4053.904338
Ekamuthugama,එකමුතුගම,LK7206015,67.59176863,337.9588432,4055.506118
Ekangapura,එකඟපුර,LK2309590,67.61846496,338.0923248,4057.107898
Ekirikanda,ඇකිරිකන්ද,LK7109105,67.64516129,338.2258065,4058.709677
Ekiriya,ඇකිරිය,LK2306290,67.67185762,338.3592881,4060.311457
Ekiriya,ඇකිරිය,LK8119005,67.69855395,338.4927697,4061.913237
Ekiriyagala,ඇකිරියගල,LK9212130,67.72525028,338.6262514,4063.515017
Ekiriyankumbura,ඇකිරියන්කුඹුර,LK8106040,67.75194661,338.759733,4065.116796
Ekkassa,එක්කස්ස,LK3315240,67.77864294,338.8932147,4066.718576
Ekneligoda,එක්නැලිගොඩ,LK9106140,67.80533927,339.0266963,4068.320356
Ekneligoda North,එක්නැලිගොඩ උතුර,LK9112081,67.8320356,339.160178,4069.922136
Ela Ihala,ඇල ඉහළ,LK3118005,67.85873192,339.2936596,4071.523915
Ela Ihala North,ඇල ඉහළ උතුර,LK3118010,67.88542825,339.4271413,4073.125695
Elabadagama East,ඇලබඩගම නැගෙනහිර,LK6178255,67.91212458,339.5606229,4074.727475
Elabadagama North,ඇලබඩගම උතුර,LK6178260,67.93882091,339.6941046,4076.329255
Elabadagama West,ඇලබඩගම බටහිර,LK6178265,67.96551724,339.8275862,4077.931034
Eladetta East,එලදැත්ත නැගෙනහිර,LK2139445,67.99221357,339.9610679,4079.532814
Eladetta West,එලදැත්ත බටහිර,LK2139385,68.0189099,340.0945495,4081.134594
Eladoowa,ඇලදූව,LK1327220,68.04560623,340.2280311,4082.736374
Elagammillawa,එළගම්මිල්ලව,LK6115065,68.07230256,340.3615128,4084.338154
Elagamuwa,ඇලගමුව,LK2209140,68.09899889,340.4949944,4085.939933
Elagamuwa,ඇලගමුව,LK6127200,68.12569522,340.6284761,4087.541713
Elahera,ඇළහැර,LK7218100,68.15239155,340.7619577,4089.143493
Elakaka,ඇලකාක,LK3103105,68.17908788,340.8954394,4090.745273
Elakanda,ඇලකන්ද,LK1218160,68.2057842,341.028921,4092.347052
Elalla,එලල්ල,LK3312005,68.23248053,341.1624027,4093.948832
Elamalawala,එළමලවල,LK1115300,68.25917686,341.2958843,4095.550612
Elamaldeniya,එලමල්දෙනිය,LK9218360,68.28587319,341.429366,4097.152392
Elamaldeniya,එළමල්දෙනිය,LK3203190,68.31256952,341.5628476,4098.754171
Elamalpe,එලමල්පෙ,LK9145105,68.33926585,341.6963293,4100.355951
Elamalpotha,එලමල්පොත,LK2203265,68.36596218,341.8298109,4101.957731
Elambathalagoda,එළඹතලාගොඩ,LK3236185,68.39265851,341.9632925,4103.559511
Elamulla,එළමුල්ල,LK2306640,68.41935484,342.0967742,4105.16129
Elangipitiya,එළගිපිටිය,LK9209180,68.44605117,342.2302558,4106.76307
Elapatha,ඇලපාත,LK9127050,68.4727475,342.3637375,4108.36485
Elapitiwala,ඇලපිටිවල,LK1218085,68.49944383,342.4972191,4109.96663
Elathota,ඇලතොට,LK3106180,68.52614016,342.6307008,4111.568409
Elavitigama,එළවිටිගම,LK6136245,68.55283648,342.7641824,4113.170189
Elavulla,එලවුල්ල,LK9230195,68.57953281,342.8976641,4114.771969
Elawaka,ඇලවක,LK6121175,68.60622914,343.0311457,4116.373749
Elawella,එලවැල්ල,LK1315020,68.63292547,343.1646274,4117.975528
Elayapattuwa,ඇලයාපත්තුව,LK7115040,68.6596218,343.298109,4119.577308
Elbedda,ඇලබැද්ද,LK2312345,68.68631813,343.4315907,4121.179088
Eldeniya,ඇල්දෙනිය,LK3330155,68.71301446,343.5650723,4122.780868
Eldeniya East,ඇල්දෙණිය නැගෙනහිර,LK1233330,68.73971079,343.6985539,4124.382647
Eldeniya West,ඇල්දෙණිය බටහිර,LK1233335,68.76640712,343.8320356,4125.984427
Elegoda East,ඇලේගොඩ නැගෙනහිර,LK3315135,68.79310345,343.9655172,4127.586207
Elegoda West,ඇලේගොඩ බටහිර,LK3315130,68.81979978,344.0989989,4129.187987
Elehiwatta,ඇලෙහිවත්ත,LK1218060,68.84649611,344.2324805,4130.789766
Elephant Pass,අලිමංකඩ,LK4506005,68.87319244,344.3659622,4132.391546
Elewela,ඇලෑවෙල,LK8103135,68.89988877,344.4994438,4133.993326
Elgiriya,ඇල්ගිරිය,LK3224005,68.92658509,344.6329255,4135.595106
Elhena,ඇල්හේන,LK1106225,68.95328142,344.7664071,4137.196885
Elhena,ඇල්හේන,LK1212310,68.97997775,344.8998888,4138.798665
Elhena,ඇල්හේන,LK2209185,69.00667408,345.0333704,4140.400445
Elhena,ඇල්හේන,LK8209120,69.03337041,345.1668521,4142.002225
Elibichchiya,එළිබිච්චිය,LK6178395,69.06006674,345.3003337,4143.604004
Elikewela,ඇලිකේවෙල,LK2145280,69.08676307,345.4338154,4145.205784
Elikimbulagala,ඇලිකිඹුලාගල,LK7103010,69.1134594,345.567297,4146.807564
Elivila,එලිවිල,LK6178280,69.14015573,345.7007786,4148.409344
Elivitiya,එළිවිටිය,LK6230120,69.16685206,345.8342603,4150.011123
Eliyadivulwewa,එළියදිවුල්වැව,LK7148090,69.19354839,345.9677419,4151.612903
Eliyakanda North,එළියකන්ද උතුර,LK3242290,69.22024472,346.1012236,4153.214683
Eliyakanda South,එළියකන්ද දකුණ,LK3242325,69.24694105,346.2347052,4154.816463
Elkaduwa,ඇල්කඩුව,LK2233255,69.27363737,346.3681869,4156.418242
Elkaduwa Watta,ඇල්කඩුව වත්ත,LK2233250,69.3003337,346.5016685,4158.020022
Ella,ඇල්ල,LK3112205,69.32703003,346.6351502,4159.621802
Ella,ඇල්ල,LK8136080,69.35372636,346.7686318,4161.223582
Ella,ඇල්ල,LK8218015,69.38042269,346.9021135,4162.825362
Ella Ihala,ඇල්ල ඉහළ,LK3148115,69.40711902,347.0355951,4164.427141
Ella Thanabaddegama,ඇල්ල තණබද්දේගම,LK3112210,69.43381535,347.1690768,4166.028921
Ellabadagama,ඇල්ලබඩගම,LK6112055,69.46051168,347.3025584,4167.630701
Ellagala,ඇල්ලගල,LK3309035,69.48720801,347.43604,4169.232481
Ellagama,ඇල්ලගම,LK8139005,69.51390434,347.5695217,4170.83426
Ellagawa,ඇල්ලගාව,LK9109060,69.54060067,347.7030033,4172.43604
Ellagonna,එල්ලාගොන්න,LK6160060,69.567297,347.836485,4174.03782
Ellahena,ඇල්ලහේන,LK9130065,69.59399333,347.9699666,4175.6396
Ellainagar,එල්ලෙයිනගර්,LK5112006,69.62068966,348.1034483,4177.241379
Ellakanda Wathurawa,ඇල්ලකන්ද වතුරාව,LK3127045,69.64738598,348.2369299,4178.843159
Ellakkala,එල්ලක්කල,LK1227390,69.67408231,348.3704116,4180.444939
Ellakkala West,එල්ලක්කල බ‍ටහිර,LK1227210,69.70077864,348.5038932,4182.046719
Ellakumbura,ඇල්ලේකුඹුර,LK2309050,69.72747497,348.6373749,4183.648498
Ellalagoda,ඇල්ලලගොඩ,LK3151190,69.7541713,348.7708565,4185.250278
Ellalamulla,ඇල්ලලමුල්ල,LK1212720,69.78086763,348.9043382,4186.852058
Ellanda,ඇල්ලලන්ද,LK8109055,69.80756396,349.0378198,4188.453838
Ellanda,ඇල්ලෙලන්ද,LK8127030,69.83426029,349.1713014,4190.055617
Ellangala,එල්ලංගල,LK1215325,69.86095662,349.3047831,4191.657397
Ellawala,එල්ලාවල,LK9109005,69.88765295,349.4382647,4193.259177
Ellawala Pahalagama,එල්ලාවල පහළගම,LK9109020,69.91434928,349.5717464,4194.860957
Ellawewa,ඇල්ලවැව,LK7121190,69.94104561,349.705228,4196.462736
Ellawewa,ඇල්ලවැව,LK7127010,69.96774194,349.8387097,4198.064516
Ellawewa,ඇල්ලවැව,LK7166125,69.99443826,349.9721913,4199.666296
Ellegedara,ඇල්ලෙගෙදර,LK9112110,70.02113459,350.105673,4201.268076
Ellekona,ඇල්ලෙකොණ,LK8209085,70.04783092,350.2391546,4202.869855
Ellekona,ඇල්ලේකොණ,LK8206175,70.07452725,350.3726363,4204.471635
Ellepola,ඇල්ලෙපොල,LK9118195,70.10122358,350.5061179,4206.073415
Ellepola,ඇල්ලේපොල,LK2124365,70.12791991,350.6395996,4207.675195
Ellepola,ඇල්ලේපොල,LK2218090,70.15461624,350.7730812,4209.276974
Ellewatta,ඇල්ලෙවත්ත,LK9118155,70.18131257,350.9065628,4210.878754
Ellewela,ඇල්ලේවෙල,LK3218090,70.2080089,351.0400445,4212.480534
Ellewela East,ඇල්ලේවෙල නැගෙනහිර,LK3230075,70.23470523,351.1735261,4214.082314
Ellewela West,ඇල්ලේවෙල බටහිර,LK3230080,70.26140156,351.3070078,4215.684093
Ellewewa,ඇල්ලේවැව,LK7212160,70.28809789,351.4404894,4217.285873
Elliyadda,ඇල්ලියද්ද,LK2124005,70.31479422,351.5739711,4218.887653
Elpitikanda,ඇල්පිටිකන්ද,LK2139340,70.34149055,351.7074527,4220.489433
Elpitiya Central,ඇල්පිටිය මධ්‍යම,LK3112135,70.36818687,351.8409344,4222.091212
Elpitiya East,ඇල්පිටිය නැගෙනහිර,LK3112085,70.3948832,351.974416,4223.692992
Elpitiya North,ඇල්පිටිය උතුර,LK3112080,70.42157953,352.1078977,4225.294772
Elpitiya South,ඇල්පිටිය දකුණ,LK3112130,70.44827586,352.2413793,4226.896552
Eluppaikulam,ඉලුප්පයිකුලම්,LK5315020,70.47497219,352.374861,4228.498331
Eluthumadduval North,එළුතුමඩ්ඩුවාල් උත,LK4130235,70.50166852,352.5083426,4230.100111
Eluthumadduval South,එළුතුමඩ්ඩුවාල් දක,LK4130230,70.52836485,352.6418242,4231.701891
Eluthur,එලුත්තූර්,LK4203140,70.55506118,352.7753059,4233.303671
Eluvaitivu,එලුවෛතිව්,LK4103015,70.58175751,352.9087875,4234.905451
Eluvila,එළුවිල,LK1303220,70.60845384,353.0422692,4236.50723
Eluwana,එළුවාන,LK9230015,70.63515017,353.1757508,4238.10901
Eluwapitiya,එළුවාපිටිය,LK1227010,70.6618465,353.3092325,4239.71079
Eluwapitiya West,එළුවාපිටිය බටහිර,LK1227005,70.68854283,353.4427141,4241.31257
Eluwapola,එළුවාපොල,LK6172315,70.71523915,353.5761958,4242.914349
Elwala,ඇල්වල,LK2233140,70.74193548,353.7096774,4244.516129
Ematiyagoda,ඇමටියගොඩ,LK9142035,70.76863181,353.8431591,4246.117909
Embalagama,ඇඹලගම,LK2124195,70.79532814,353.9766407,4247.719689
Embalapola,ඇඹලෑපොල,LK6181135,70.82202447,354.1101224,4249.321468
Embalawatta,ඇඹලවත්ත,LK6187070,70.8487208,354.243604,4250.923248
Embalegedara South,ඇඹලෙගෙදර දකුණ,LK3121055,70.87541713,354.3770857,4252.525028
Embaraluwa North 1,ඇඹරළුව උතුර 01,LK1224470,70.90211346,354.5105673,4254.126808
Embaraluwa North 2,ඇඹරළුව උතුර 02,LK1224465,70.92880979,354.6440489,4255.728587
Embaraluwa South 1,ඇඹරළුව දකුණ 01,LK1224500,70.95550612,354.7775306,4257.330367
Embaraluwa South 2,ඇඹරළුව දකුණ 02,LK1224505,70.98220245,354.9110122,4258.932147
Embawa,ඇඹව,LK6136275,71.00889878,355.0444939,4260.533927
Embawa,ඇඹව,LK6172105,71.03559511,355.1779755,4262.135706
Embekka,ඇම්බැක්ක,LK2139375,71.06229143,355.3114572,4263.737486
Embilipitiya New Town,ඇඹිලිපිටිය නව නගරය,LK9148120,71.08898776,355.4449388,4265.339266
Embilipitiya Pallegama,ඇඹිලිපිටිය පල්ලෙග,LK9148115,71.11568409,355.5784205,4266.941046
Embilipitiya Udagama,ඇඹිලිපිටිය උඩගම,LK9148095,71.14238042,355.7119021,4268.542825
Embilladeniya,ඇඹිල්ලදෙණිය,LK1109105,71.16907675,355.8453838,4270.144605
Embilmeegama North,ඇඹිල්මීගම උතුර,LK2136380,71.19577308,355.9788654,4271.746385
Embilmeegama South,ඇඹිල්මීගම දකුණ,LK2136445,71.22246941,356.1123471,4273.348165
Embilmeewala,ඇඹිල්මීවල,LK9206265,71.24916574,356.2458287,4274.949944
Embogama,ඇඹෝගම,LK6124175,71.27586207,356.3793103,4276.551724
Embulambe,ඇඹුල්අඹේ,LK2206245,71.3025584,356.512792,4278.153504
Embulampaha,ඇඹුලන්පහ,LK2309540,71.32925473,356.6462736,4279.755284
Embuldeniya,ඇඹුල්දෙණිය,LK9112080,71.35595106,356.7797553,4281.357063
Embulgaswewa,ඇඹුල්ගස්වැව,LK7154065,71.38264739,356.9132369,4282.958843
Embulpuraya,ඇඹුල්පුරය,LK2133160,71.40934372,357.0467186,4284.560623
Emilnagar,එමිල්නගර්,LK4203110,71.43604004,357.1802002,4286.162403
Enasal Arawa,එනසල්අරාව,LK2306460,71.46273637,357.3136819,4287.764182
Enasalmada,එනසල්මඩ,LK2233085,71.4894327,357.4471635,4289.365962
Endagala,ඇඳගල,LK7148170,71.51612903,357.5806452,4290.967742
Endana,ඇන්දාන,LK9139080,71.54282536,357.7141268,4292.569522
Endaruthenna,එඩරුතැන්න,LK2133155,71.56952169,357.8476085,4294.171301
Enderamulla East,එ‍‍‍ඩේරමුල්ල නැගෙ,LK1233435,71.59621802,357.9810901,4295.773081
Enderamulla South,එඩේරමුල්ල දකුණ,LK1233430,71.62291435,358.1145717,4297.374861
Enderamulla West,එඩේරමුල්ල බටහිර,LK1233450,71.64961068,358.2480534,4298.976641
Endiribedda,එදිරිබැද්ද,LK2306105,71.67630701,358.381535,4300.57842
Endiriyanwala,ඇඳිරියන්වල,LK9106055,71.70300334,358.5150167,4302.1802
Epakanda,ඈපාකන්ද,LK6187325,71.72969967,358.6484983,4303.78198
Epaladeniya,ඇපලදෙණිය,LK6145320,71.756396,358.78198,4305.38376
Epaladeniya,ඇපලදෙනිය,LK6181270,71.78309232,358.9154616,4306.985539
Epalapitiya,ඇපලපිටිය,LK9230080,71.80978865,359.0489433,4308.587319
Epalawa Watta,ඇපලාව වත්ත,LK9209015,71.83648498,359.1824249,4310.189099
Epitamulla,එපිටමුල්ල,LK1306280,71.86318131,359.3159066,4311.790879
Epitamulla,එපිටමුල්ල,LK2230185,71.88987764,359.4493882,4313.392659
Epitawala,එපිටවල,LK9109045,71.91657397,359.5828699,4314.994438
Eppala,එප්පල,LK3118145,71.9432703,359.7163515,4316.596218
Eppawala,එප්පාවල,LK7148100,71.96996663,359.8498331,4318.197998
Eppawala,එප්පාවල,LK7157020,71.99666296,359.9833148,4319.799778
Erabadda,එරබද්ද,LK1209215,72.02335929,360.1167964,4321.401557
Erabadda,එරබද්ද,LK9136020,72.05005562,360.2502781,4323.003337
Erabadda,එරබැද්ද,LK8130135,72.07675195,360.3837597,4324.605117
Eralakkulam,ඊරළකුලම්,LK5112075,72.10344828,360.5172414,4326.206897
Eraminigammana,එරමිණිගම්මන,LK9206275,72.13014461,360.650723,4327.808676
Eraminiyaya,එරමිණියාය,LK3315115,72.15684093,360.7842047,4329.410456
Eramperiyakulama,ඊරට්ටපෙරියකුලම,LK4306050,72.18353726,360.9176863,4331.012236
Eramudugoda,එරමුදුගොඩ,LK3218130,72.21023359,361.051168,4332.614016
Eramuduliyadda,එරමුදුලියද්ද,LK2134135,72.23692992,361.1846496,4334.215795
Eramulla,ඒරමුල්ල,LK3112225,72.26362625,361.3181313,4335.817575
Eranavila,එරණවිල,LK3133165,72.29032258,361.4516129,4337.419355
Erathna,එරත්න,LK9106060,72.31701891,361.5850945,4339.021135
Eravur 01,එරාවුර් 01,LK5115050,72.34371524,361.7185762,4340.622914
Eravur 01A,එරාවුර් 01 A,LK5115055,72.37041157,361.8520578,4342.224694
Eravur 01B,එරාවුර් 01 B,LK5115045,72.3971079,361.9855395,4343.826474
Eravur 02,එරාවුර් 02,LK5115025,72.42380423,362.1190211,4345.428254
Eravur 02A,එරාවුර් 02 A,LK5115040,72.45050056,362.2525028,4347.030033
Eravur 02B,එරාවුර් 02 B,LK5115030,72.47719689,362.3859844,4348.631813
Eravur 02C,එරාවුර් 02 C,LK5115035,72.50389321,362.5194661,4350.233593
Eravur 03,එරාවුර් 03,LK5115015,72.53058954,362.6529477,4351.835373
Eravur 03A,එරාවුර් 3 A,LK5115020,72.55728587,362.7864294,4353.437152
Eravur 04,එරාවුර් 04,LK5112011,72.5839822,362.919911,4355.038932
Eravur 05,එරාවුර් 05,LK5112076,72.61067853,363.0533927,4356.640712
Eravur 06,එරාවුර් 06,LK5115070,72.63737486,363.1868743,4358.242492
Eravur 06A,එරාවුර් 06 A,LK5115060,72.66407119,363.320356,4359.844271
Eravur 06D,එරාවුර් 06 D,LK5115065,72.69076752,363.4538376,4361.446051
Eregama,ඇරෑගම,LK9212235,72.71746385,363.5873192,4363.047831
Erenawela,එරෙනවෙල,LK8139015,72.74416018,363.7208009,4364.649611
Erepola,ඇරෑපොල,LK6178100,72.77085651,363.8542825,4366.25139
Erepola,ඇරෑපොල,LK9103195,72.79755284,363.9877642,4367.85317
Erepolakanda,ඇරෑපොලකන්ද,LK6163490,72.82424917,364.1212458,4369.45495
Ereporuwa,ඇරෑපෝරුව,LK9151045,72.85094549,364.2547275,4371.05673
Erewwala East,ඇරැව්වල නැගෙනහිර,LK1136110,72.87764182,364.3882091,4372.658509
Erewwala North,ඇරැව්වල උතුර,LK1136105,72.90433815,364.5216908,4374.260289
Erewwala West,ඇරැව්වල බටහිර,LK1136100,72.93103448,364.6551724,4375.862069
Erihabe,එරිහඹේ,LK6149005,72.95773081,364.7886541,4377.463849
Eriminna,ඊරිමින්න,LK6160335,72.98442714,364.9221357,4379.065628
Eriyagahamulla,ඊරියගහමුල්ල,LK3134025,73.01112347,365.0556174,4380.667408
Eriyagama,ඒරියගම,LK7145030,73.0378198,365.189099,4382.269188
Eriyagasthenna,ඊරියගස්තැන්න,LK2112085,73.06451613,365.3225806,4383.870968
Eriyagolla,ඊරියගොල්ල,LK2218070,73.09121246,365.4560623,4385.472747
Eriyagolla,ඊරියගොල්ල,LK2233130,73.11790879,365.5895439,4387.074527
Eriyagolla,ඊරියගොල්ල,LK6163340,73.14460512,365.7230256,4388.676307
Eriyagolla,ඊරියගොල්ල,LK6178025,73.17130145,365.8565072,4390.278087
Eriyagolla,ඊරියගොල්ල,LK6181165,73.19799778,365.9899889,4391.879867
Eriyagolla,ඊරියගොල්ල,LK9203150,73.2246941,366.1234705,4393.481646
Eriyathota,ඊරියතොට,LK3227025,73.25139043,366.2569522,4395.083426
Eriyawa,ඒරියාව,LK6109155,73.27808676,366.3904338,4396.685206
Eriyawa,ඒරියාව,LK9203210,73.30478309,366.5239155,4398.286986
Eriyawetiya,ඊරියවැටිය,LK1236020,73.33147942,366.6573971,4399.888765
Erlalai Centre,ඒලාලෙයි මධ්‍ය,LK4115125,73.35817575,366.7908788,4401.490545
Erlalai East,ඒලාලෙයි නැගෙනහිර,LK4115115,73.38487208,366.9243604,4403.092325
Erlalai North,ඒලාලෙයි උතුර,LK4115120,73.41156841,367.057842,4404.694105
Erlalai South,ඒලාලෙයි දකුණ,LK4115110,73.43826474,367.1913237,4406.295884
Erlalai South West,ඒලාලෙයි නිරිත,LK4115105,73.46496107,367.3248053,4407.897664
Erlalai West,ඒලාලෙයි බටහිර,LK4115100,73.4916574,367.458287,4409.499444
Erukkalampiddy Centre,එරුක්කුලම්පිට්ටි,LK4203095,73.51835373,367.5917686,4411.101224
Erukkalampiddy East,එරුක්කුලම්පිට්ටි,LK4203085,73.54505006,367.7252503,4412.703003
Erukkalampiddy North,එරුක්කුලම්පිට්ටි,LK4203080,73.57174638,367.8587319,4414.304783
Erukkalampiddy South,එරුක්කුලම්පිට්ටි,LK4203090,73.59844271,367.9922136,4415.906563
Erukkalampiddy West,එරුක්කුලම්පිට්ටි,LK4203075,73.62513904,368.1256952,4417.508343
Erunvila,එරුන්විල,LK6236145,73.65183537,368.2591769,4419.110122
Eruvil East,එරුවිල් නැගෙනහිර,LK5136110,73.6785317,368.3926585,4420.711902
Eruvil North,එරුවිල් උතුර,LK5136095,73.70522803,368.5261402,4422.313682
Eruvil South,එරුවිල් දකුණ,LK5136115,73.73192436,368.6596218,4423.915462
Esseddama,ඇස්සැද්දුම,LK6172120,73.75862069,368.7931034,4425.517241
Essella,එස්සැල්ල,LK1215220,73.78531702,368.9265851,4427.119021
Eswatta North,ඇස්වත්ත උතුර,LK1115025,73.81201335,369.0600667,4428.720801
Eswatta South,ඇස්වත්ත දකුණ,LK1115065,73.83870968,369.1935484,4430.322581
Etagahawela,ඇටගහවෙල,LK6160020,73.86540601,369.32703,4431.92436
Etambagahawatta,ඇටඹගහවත්ත,LK1230085,73.89210234,369.4605117,4433.52614
Etambagasmulla,ඇටඹගස්මුල්ල,LK3145070,73.91879867,369.5939933,4435.12792
Etambagoda,ඇටඹගොඩ,LK1303180,73.94549499,369.727475,4436.7297
Etambaoya,ඇටඹඔය,LK7206040,73.97219132,369.8609566,4438.331479
Etambegoda,ඇටඹේගොඩ,LK2103240,73.99888765,369.9944383,4439.933259
Etampitiya,ඇටම්පිටිය,LK8124220,74.02558398,370.1279199,4441.535039
Etampola,ඇටම්පොල,LK6169200,74.05228031,370.2614016,4443.136819
Etamurungagoda,ඇටමුරුංගා‍‍ගොඩ,LK2133280,74.07897664,370.3948832,4444.738598
Etanwala,ඇටන්වල,LK2224170,74.10567297,370.5283648,4446.340378
Etavila,ඇටවිල,LK1321315,74.1323693,370.6618465,4447.942158
Etawalawatta East,ඇටවලවත්ත නැගෙනහිර,LK3103145,74.15906563,370.7953281,4449.543938
Etawalawatta West,ඇටවලවත්ත බටහිර,LK3103140,74.18576196,370.9288098,4451.145717
Etawarahena,ඇටවරාහේන,LK2206105,74.21245829,371.0622914,4452.747497
Etaweeragollewa,ඇටවීරගොල්ලෑව,LK7109035,74.23915462,371.1957731,4454.349277
Etha Bendiwewa,ඇතාබැඳිවැව,LK2206280,74.26585095,371.3292547,4455.951057
Etha Udakanda,ඇතාවුදකන්ද,LK1227420,74.29254727,371.4627364,4457.552836
Ethagama East,ඈතගම නැගෙනහිර,LK1321435,74.3192436,371.596218,4459.154616
Ethagama West,ඈතගම බටහිර,LK1321430,74.34593993,371.7296997,4460.756396
Ethakada,ඇතාකඩ,LK7109030,74.37263626,371.8631813,4462.358176
Ethalvidda Wewa,ඊතල්විද්දවැව,LK7106080,74.39933259,371.996663,4463.959956
Ethamulla,ඇතාමුල්ල,LK2103085,74.42602892,372.1301446,4465.561735
Ethanamadala,එතනමඩල,LK1321265,74.45272525,372.2636263,4467.163515
Ethanawatta,ඊතණවත්ත,LK6149145,74.47942158,372.3971079,4468.765295
Ethanawatta,ඊතණවත්ත,LK8203170,74.50611791,372.5305895,4470.367075
Ethawa,ඇතව,LK6136075,74.53281424,372.6640712,4471.968854
Ethawetunawewa,ඇතාවැටුණුවැව,LK4418040,74.55951057,372.7975528,4473.570634
Ethbatuwa,ඇත්බටුව,LK3315105,74.5862069,372.9310345,4475.172414
Ethdathkalla,ඇත්දත්කල්ල,LK7112030,74.61290323,373.0645161,4476.774194
Ethgala,ඇත්ගාල,LK1206050,74.63959956,373.1979978,4478.375973
Ethgala East,ඇත්ගාල නැගෙනහිර,LK2154125,74.66629588,373.3314794,4479.977753
Ethgala North,ඇත්ගාල උතුර,LK2154040,74.69299221,373.4649611,4481.579533
Ethgala South,ඇත්ගාල දකුණ,LK1206075,74.71968854,373.5984427,4483.181313
Ethgala West,ඇත්ගාල බටහිර,LK2154120,74.74638487,373.7319244,4484.783092
Ethgalamulla,ඇත්ගාලමුල්ල,LK3333090,74.7730812,373.865406,4486.384872
Ethiliwewa,ඇතිලිවැව,LK8221120,74.79977753,373.9988877,4487.986652
Ethimale,ඇතිමලේ,LK8212185,74.82647386,374.1323693,4489.588432
Ethimale Colony,ඇතිමලේ ජනපදය,LK8212215,74.85317019,374.2658509,4491.190211
Ethinimale,ඇතිනිමලේ,LK6109090,74.87986652,374.3993326,4492.791991
Ethiniwetunugala,ඇතිනිවැටුණුගල,LK6106020,74.90656285,374.5328142,4494.393771
Ethipallawala,ඇතිපල්ලාවල,LK2215190,74.93325918,374.6662959,4495.995551
Ethipola,ඇතිපොල,LK2215275,74.95995551,374.7997775,4497.59733
Ethipola West,ඇතිපොල බටහිර,LK2215280,74.98665184,374.9332592,4499.19911
Ethkandawaka,ඇත්කඳවක,LK8127170,75.01334816,375.0667408,4500.80089
Ethkandura,ඇත්කඳුර,LK3130005,75.04004449,375.2002225,4502.40267
Ethnawala,ඇත්නාවල,LK9218175,75.06674082,375.3337041,4504.004449
Ethoya,ඇත්ඔය,LK9112240,75.09343715,375.4671858,4505.606229
Ethpattiya,ඇත්පට්ටිය,LK8218135,75.12013348,375.6006674,4507.208009
